,reviewer_average_stars,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_useful,user_id
39393,4.06,13,13,Bob and Audra,53,60,TvehcDYA85JJYCbM3sDdLA
39394,5.0,7,2,Andrea,2,9,STMB0G3ueq91qRKW3iQBWw
39395,4.09,19,4,Karmen,22,26,b5ksiCn6IOi8Dmfp4EH5tA
39396,3.0,0,1,Barbara,2,2,V4_HZ3SiW2XwJBLbMUWKcQ
39397,3.52,26,7,Jerry,23,61,709mdW0FIHy4BY-ymBPKNQ
39398,3.67,4,5,Mike,5,8,ur1nv0uQf6lyiN5zs5ndPg
39399,2.88,1,2,Matt,14,14,vNTHCRZppCQvx-Rsha9U3Q
39400,3.92,497,458,Georgie,97,591,1kED3-g-gqnc4JgHe89Xqw
39401,3.71,982,1055,Kev,563,1625,s1Ir3usIcswwq9JyFo9UqQ
39402,2.53,0,4,Jennifer,15,11,H77fTC4yK1jyQPPMvMJErw
39403,5.0,0,0,Mom Of Three,3,1,68OFjZdvJrbEnN4d2DEFrA
39404,3.33,1,0,Catherine,3,1,vLDCwQhL25g0IfjjXmFdbw
39405,2.5,1,1,david,2,0,Rwj_uBFy66Uxzq9GHA_Ayg
39406,4.03,66,46,Xavier,61,98,7F-DVLnGmC5hHPUVfSfxDw
39407,4.5,0,0,Matt,2,3,BVzlNVvETYZhhI2KFciyXQ
39408,4.0,0,0,Dommy,1,0,XH840BSER6gydsjglAC08w
39409,3.0,3,2,Nick,6,9,2lEGeMtHif7-Rd8gYBvo6Q
39410,4.0,1,0,Edward,5,2,-TCkJ9fgfsisENKYXNppfg
39411,2.0,0,0,Ciara,2,2,elqdh2kCUlKXOrSpTGWMvw
39412,4.5,1,0,Jesse,10,2,8Kd7vWEPLVt2XUimuVx4gg
39413,3.37,107,104,Tanda,200,223,9IaYDnmE4oqm39dfHJzEug
39414,4.67,1,3,Benjamin,3,3,fnweL6d6qex4z2cj8O-s3g
39415,3.85,2,0,Renee,13,9,LoaI9fEe7MNsek66-ANP5w
39416,3.0,0,0,David,2,1,gsGwa7_X1vk32ROYlokRhw
39417,4.0,1,1,Madison,2,3,wbh2exI-1UDI0Oula8--LA
39418,5.0,0,0,Greg,1,1,obZR7Hn_XTXPOtnynW4H5w
39419,5.0,1,3,Daniel,2,6,wTns3dfGElEP4wnpqeh7FA
39420,3.29,1151,1277,Kiarash,682,1875,z5g5Lclwt13_BO0BStohMA
39421,4.2,0,0,Pete,10,9,c3y3mVpDVrNIdNzuQmABag
39422,3.5,3,0,Holly,7,7,pVQGaJLcmw61sHJL39lhtA
39423,5.0,0,0,Julie,1,0,WTkvPSdo5RPpkZdt8NUFWQ
39424,3.78,2,2,Todd,9,11,tfyoAOEEQEWiIKZvFVmJsA
39425,3.33,0,0,Fred,9,3,NTqJmE32sk11v6XECe-PMA
39426,3.5,41,15,Laurie,34,99,UQnI65k8CFq5LywLR7eXiQ
39427,4.0,0,0,Rachel,1,0,wqaONNZDpsLuP7ux-IVL0g
39428,2.25,0,0,Jeff,8,1,VMP5tKP7IRoc2HgqOIwvYQ
39429,2.2,0,0,Rachit,5,1,zfqd0DYbBkPQXc7kEdpvxg
39430,3.9,1,2,Meeta,21,5,O13d1iFz_z6W1z6dioLR-Q
39431,4.33,0,0,Christina,3,1,zIDna4Ur_6-kvpZb3PY6sw
39432,3.5,2,2,Melinda,6,5,7OrWLA2qylmcC1smi9LoQw
39433,3.7,60,59,Brian,124,127,vGURvzNN0YupFZUMczuM6Q
39434,2.36,2,12,Sara,14,5,ZazCiQX_xeLWW07lo1wu4w
39435,1.0,0,0,Daniel,2,3,DwOv60VTJS0QZcg7XOtf9A
39436,4.25,0,0,Tawei,4,0,tbGhbpQXd9EiHcGDc6k7BQ
39437,4.62,0,2,Dan,8,4,9RPhpa897l8ptzeQFAQiUQ
39438,5.0,1,0,Christinah,2,0,uQPPj_Vx3TKsvjDxI12rKw
39439,3.32,625,593,Susan,142,1029,CCHwJoIWLRhxqIcwRJW6ag
39440,5.0,0,0,Nathan,1,0,55D-jkOqi0UdNdtuvumpsQ
39441,1.0,0,0,Richard,3,4,3sCD5FTAsc7hH8vGLuMUSA
39442,1.67,0,0,Ahwatukee,3,2,8y8F7jAWnGwmWkOJHfwCpw
39443,2.0,0,3,rob,4,2,HIp4Rb5Q6eStAz1r_Rfc6w
39444,3.86,2,8,Sheila,14,12,NPoOEAPspruMOik-9sKQtQ
39445,3.63,0,3,Tim,27,4,JmsR9BgBpzoqS--iVNsDhA
39446,4.0,4,5,Dena,10,15,ZzZjMhgYpdP6Khf6a8ttYA
39447,3.81,21,25,Christie,88,79,siS-k56QvYx3QlUkiTFLcw
39448,4.33,3,3,Kristin,3,4,roQMTCeXlPcuT5rp8BFvaA
39449,4.22,45,32,Roy,191,144,L-t_BETc3LNyXBvmId9cEQ
39450,4.5,0,1,Mike,2,0,KANXFmatyMUWr2JriEThlQ
39451,5.0,2,2,Will,1,3,Ig-EnCZWJVFmaz272Z_wiA
39452,5.0,4,2,Rail,1,6,V1F7D9udQkOXykFPvbBKmQ
39453,4.6,0,1,M,5,1,QyMIewA9jzt-jBJvtx4D3g
39454,2.91,195,395,Jay,169,481,eW4wK3I_tdwROgYvTdidaw
39455,3.89,2,0,Tom,20,13,e3CQ697_wxfTiLmgWABOVA
39456,4.0,1,1,Jonathan,5,1,qRGmGgunyyZWpR6HzHFoRQ
39457,3.2,6,8,nicole,7,9,3cgPgxKLayx-NeoI6Yp8DQ
39458,4.11,7,6,Celeste,19,19,Jqhx4EI4L2GZ0qXTqAZBag
39459,4.0,0,0,Steven,1,1,EVSAweqdsY_EWfDxqDYdDg
39460,3.45,83,55,Carolyn,123,241,19BunjXk7zhd811rF42U7w
39461,3.0,0,0,Stewart,1,3,0bIha3TN6o0gF-L28yqgnw
39462,4.35,2,1,Nikki,23,22,qN55MFygiB6_joCzZzGMKA
39463,4.1,1279,1405,Richard,535,1761,E3C_gEhktux9Ca-Z2fmNTw
39464,4.6,2,1,W.,5,1,_PrNbtn0GETIAODetNHytw
39465,2.5,0,6,elisa,14,15,MhmeAeXo0cH9NB5ujAhJIA
39466,5.0,0,0,Justin,2,1,zlSGjOGqLGgnlYnmAc46Ew
39467,3.1,0,1,Fyak,11,7,xdFWFnmpmE4j6H2m7uUjCA
39468,4.14,2,1,William,21,15,JJWTT7VMxr2H-22zX3dR0g
39469,4.56,3,2,lorraine,16,21,vwkbXfn1j6yDGcv9VgePaw
39470,3.66,118,87,Meredith,425,245,4qGR9kNFDYQ4mQREG0aRJA
39471,3.78,5,5,Manny,9,18,ERlSTeUWLO0czI6GEQiz-A
39472,4.6,3,2,Dustin,6,4,umU7toPVnJwUO-umG28PLg
39473,4.37,48,42,Eric,30,45,-tjest9KLtzl_7iselznuw
39474,4.86,2,1,John,7,3,o4CAGmcD-voehPNOb5tLPg
39475,5.0,0,0,Robert,1,0,L1K--UxLtkxZf-iWXK0hTQ
39476,3.57,505,519,Veezy,172,653,Les7_9h8xQDZuZbHhjVYkw
39477,3.5,0,5,R,9,2,jOFAuhmxts3TIi-QkIiX9A
39478,2.0,0,1,Annalisa,4,2,rz8FmDqRFCs7UYupU_r9Mw
39479,4.1,315,297,ashley,147,398,gr2BCR_pH5Wk5hWVqI-nTw
39480,4.67,1,0,Ed,4,3,Sgn2PD6zuWmZI3CJ5bXAeQ
39481,5.0,0,0,Jazzy,2,1,6ZrOQAKzKwGLPKjXE7LzzQ
39482,4.05,17,16,Emily,152,44,AotvwJPckds9oK4YQbZaEg
39483,4.0,0,0,Renee,3,1,0NJkyLZuXHpuHcRf-0dA3g
39484,2.0,1,2,Vanessa,4,3,L8RU1PxElve5Fj0iN0zHTA
39485,3.88,23,20,Karin,8,30,Z9qOrLluUTJ_bhZJB0m9IQ
39486,5.0,2,1,Paul,4,2,ItObWdSTTz5aST3FXYktPQ
39487,4.03,43,27,Nezha,60,100,u33Vpx9csHNHhBK764kDzg
39488,3.91,67,36,Lori,205,162,CcdJ_VhU_zqe2fL7G3eXug
39489,3.2,1,3,Ted,5,7,qS-lv3v36V5Q_07AuuSn3A
39490,3.59,16,16,Dorothy,37,45,PjYvhnCJPgYqBd-EdgfP3g
39491,2.14,3,3,Susie,8,8,HaVYq8QZygW1t5CsUzgcLw
39492,3.8,2,3,A,25,6,C4Exd92gDae5oCBIZMoeFg
39493,5.0,0,0,Richard,1,0,7qz578k-9zTFQ6CLIg7ebg
39494,4.0,0,0,Dennis,1,0,doVqlfu189dG2MfTFW6kxw
39495,5.0,1,1,Jimmy,1,1,SK__ADZ-06BwMDCaz2rHBA
39496,3.66,22,17,Nicole,89,59,S-KIpKkdXc3ec734_mOj_A
39497,3.67,0,0,Rayla,4,0,K1HsCgHbfpH7mkbflJYVog
39498,4.57,1,5,michael,8,12,JH8t5H8yTTFbOolFLwxnUQ
39499,4.43,1,1,Chris,9,3,meKwjUzs4wGntGilRgDntg
39500,3.36,3,3,Monique,12,10,E68jh1eDWm_96Yv7fwchpQ
39501,4.8,3,15,Rustin,5,6,3D5fuC_-2EQfVeSq-VhuTg
39502,1.0,0,0,Slick,1,0,oWksRM545tQC1IXhc8NpEA
39503,4.0,1,1,A,1,0,AP0rpl8YTmgeRLXuCbkuEg
39504,5.0,1,0,Stephanie,1,3,0Hk85BedRDaFYzqO_hmAtQ
39505,4.32,27,5,Monika,41,72,6YUWA-5-7YM-i_NHWVF1PQ
39506,4.1,60,38,bob,89,110,GhCA6N7sRYZHBr5QKAcCWg
39507,1.5,0,0,Masha,2,1,QvdhvRKWo8wfRi9_xxX7Ng
39508,4.75,0,0,Frida,4,3,-2M6yunctiSDYj3KFCHR4w
39509,4.05,30,16,Tes,80,45,BvYENFsJJ-l5S8MNkGTRUw
39510,4.33,0,0,Dave,3,2,mfaSVyuK4QYYdJzc7BdO2A
39511,4.0,3,0,Dawn,4,2,KQ3FQR1AGZBT6zTma1KA4g
39512,4.5,0,0,Kurt,4,0,mbm3KeFU8bLmlu4fPYmVQw
39513,3.61,36,26,James,90,67,w4D8_5DBU7eP5Caws-sgSw
39514,4.24,11,3,Tanya,90,39,C3kQal73qRXZk7BfKrw-4w
39515,4.09,5,2,Darlene,23,11,VpURV1vP5Uit5_eHaCmd8w
39516,3.89,3,4,Karrie,10,15,umFUqmOQB6NjfCEEkuSjKQ
39517,3.0,0,0,James,2,0,qPMVOkVm7NJF1IpL2yvMLA
39518,3.71,37,24,Sean,121,99,VodytPedYtXnl0UhfT7-Qw
39519,3.88,144,92,Melissa,196,283,DLwmGnV-BbU8KMekwA3Bvw
39520,3.65,21,79,Steve,40,46,BW2sIZnJSRbi-FcGpU7MYg
39521,3.82,0,1,Kelly,11,7,qMd49Y5NkpJVsKHtr7V6Tg
39522,4.06,4,2,Sunny,18,13,VONfPEsY8qUO2LSYFI4yRQ
39523,3.56,15,17,Piao Piao,72,51,X74iDW0yAiEUEQzmWK39pg
39524,3.5,53,32,Alex,118,179,BCPTNAgPXxYE9b4Rk4Cqhg
39525,2.4,0,2,Forest,5,5,yYNzWywb1XGKVrVFsDGZaQ
39526,5.0,5,0,RAY,3,5,ahReVaqeGDLjMXPsACTOzA
39527,5.0,0,0,Diane,1,0,qjB8z3qjRqfdfOPBTRfF-Q
39528,4.25,15,5,Kelly,8,19,c1JYN_hMKQKziW6HrTA3cg
39529,3.17,0,1,Jess,6,2,VXPg5er78K997n_cXMDRlg
39530,3.75,1,0,MaryAnn,5,4,db0B0P2Xa3g8g7vQXgeiiw
39531,1.0,2,3,Deepak,1,2,noIfO_QJC2sIaxMOxNV5mg
39532,3.67,48,46,Mark,122,97,KZOC0NtIFcp6v27UQHk6tg
39533,2.33,0,1,Mark,3,2,DYWRtPAjcfrSj2c84N086A
39534,2.75,0,0,Todd,4,0,87cOKvofArTpJoAKRs27AQ
39535,4.03,9,8,Peter,30,18,VRpGqz34M2s_vOs-B3ww4w
39536,5.0,0,0,Daniel,1,0,-_UkIF706Xr2H1aaYEhdww
39537,4.48,64,27,Stacey,103,121,QT-7jpsEuCR-pFro59KBtQ
39538,5.0,0,0,amanda,4,2,ZnEQAVC1ZeRnBzSfUWrhHw
39539,4.33,3,1,H.,12,9,baWtxhpfoA85dD-9_hukYA
39540,5.0,0,0,Sunil,1,0,hj_J3GxPHsbMbjKLlnR9-g
39541,3.5,2167,2624,Brian,254,2396,VDQYAOpUqizcbSz0BFn6bA
39542,4.0,0,0,Your,3,5,A8JrJnvC5OSXgiRF-oyVIg
39543,3.0,1,14,karie,3,6,Wb_QswU-2cLZzzEAA3wNFQ
39544,3.71,6,9,Lee Anne,50,15,goFvtFPw2m9zdQsHyC8_nw
39545,3.83,1,0,Gabrielle,6,2,pLCTr-amfxzp3JXli3y9Kg
39546,4.06,73,57,Leila,110,219,c4cFM9QSSZE1SxdeGqhBng
39547,3.0,0,2,L,5,4,PdABgIHqjXj3exIX3VGx9w
39548,1.0,0,0,J,2,4,xyUg-hMmjEbPdj2zfHpLJA
39549,2.33,0,0,John,3,4,u8PAd8MAZYAPasKd_cB17g
39550,4.44,1,3,Laurie,9,11,8X8IpL3AnYvHxZ0Tw4nnGA
39551,3.67,0,0,David,4,3,q2v31LSKFo79sdtXsYM8aQ
39552,5.0,0,0,Crystal,2,1,AwT82s3aTBcUUznj87hWzA
39553,3.33,0,1,Brittney,3,1,uIym9LtkuwvzUP6pQRrlGA
39554,3.68,19,20,Amy,19,31,B63qAIvH3jVUlA6ssqVSnA
39555,5.0,1,0,Dan,1,1,emMJgNYUvKTLnTtjVfGj3w
39556,4.5,1,0,Margaret,6,8,E_rml-lPdWHmgA4v0j-tjw
39557,4.33,0,0,Kwesi,3,0,nCjz7jZxJnYyEcnRo_uytA
39558,3.91,19,15,Justus,34,81,-oxYFP2H_rOiqHzjzoGJIg
39559,3.03,0,7,Mimi,29,18,5IBr4KSh72ZP-iPYA1xT9w
39560,3.77,58,34,Chris,95,189,PMOSq9rZQr82wamFCcz-iw
39561,4.0,3,2,Ana,1,5,CbqhHQFpWpB8BCTNkU_ppA
39562,4.71,32,26,Sylvia,65,82,rnTxqJus-1iCMfdPvvSfaw
39563,2.32,3,10,Patrick,19,25,jRs5yOnQ3LonN2_4RxX1yw
39564,5.0,0,0,Sage,2,1,zoXnswGnM7ZJ0pGNZ96CSQ
39565,4.06,164,137,Rachelle,180,336,667JwuiC60a7MeMjwb9Bvg
39566,3.0,0,0,Dorene,2,2,YurPP5__x4n8WRAZ3VsBIw
39567,3.33,2,1,James,6,5,KY7MQzgtx6Z5WFBIXVcoIw
39568,3.14,6,3,Jennifer,14,18,1_iqTTsmzaQgz-USmqv-Xg
39569,2.1,1,4,Thirstn,10,5,MDXFmAbAyh7HNpCAxmUkcw
39570,5.0,1,0,Michelle,4,1,W78ZEYuA6U_-gpMiIRwtag
39571,3.0,1,2,Allynne,10,3,OqiFKPS2C5rEsymert6nEQ
39572,3.88,4,6,Chelsea,18,9,iJkRxyEy2KJfJ5pwjJqfcw
39573,1.0,1,0,Stephanie,1,4,3ZZ6RqfAbjO-a_2Ulb5KGQ
39574,2.5,0,7,Tim,2,1,fJBIsEiyC7DYh9HvMDSs3Q
39575,3.5,0,0,nikki,2,1,pq8UnlPDTjhB9sdoIotVrA
39576,3.73,8,6,Jeff,105,30,KKhvK7Su-0fRxYMgnJgKhQ
39577,4.0,0,0,Matt,1,0,sLi8IHlLNR1J8xnfV-u4Hw
39578,3.95,6,4,Jeffrey,61,20,s19lc2McSXoRV0Wp6rpaYQ
39579,1.0,0,0,Arizona,1,1,EVNlkkKILjqiJ-i_pDIqeA
39580,2.43,0,0,JK,7,0,HUjxOju8G9eB-h4RejLhTg
39581,3.33,3,1,Kila,3,3,pzhe1xUjM7BcbhyAtJpvrQ
39582,3.85,13,5,Tim,35,47,ospk4XWT2TgxMLOwD-2PDQ
39583,4.25,1,1,Larry,12,7,QY7MIS1RQybpArcSfIoWAA
39584,1.0,0,0,K,2,0,Mwkd4H5bSrEyLVOk0nyeYA
39585,3.0,3,0,Craig,3,4,yjFaZiTH-NMKlrz0JCOkyQ
39586,3.5,4,5,George,24,15,Ah5ffYXDvK5gwzZSNTfXog
39587,4.01,122,82,Roxy,173,303,hRdhlyNVtVvcf7oLn2J1Xw
39588,3.5,56,58,Selby,44,85,ny2A-fISIH6tMHA_-_gqWQ
39589,5.0,1,0,Jon,1,2,wvK8pQaAyqyjFm2SN05EKw
39590,5.0,0,0,Ruby,3,0,VBQR-deehMkDaYgBHkFcCQ
39591,3.4,0,0,Alexis,7,5,4dtj7o6gW1PF_boO9_QC-w
39592,4.33,0,0,Riley,3,0,4nJBEiUNzJdvf_9LNFKHjA
39593,3.0,0,0,Irene,3,1,RBC0LrUHXdXgOv1vsrChxg
39594,3.4,7,8,Jennifer,15,13,-2gxrMHX8_F1Ep_ppWYTkw
39595,3.78,31,25,Michele,38,68,n2rQSpWpJQZZ2sOa2vDHwA
39596,5.0,0,0,Emily,8,2,NDqybujXKTG57CifvmNAxQ
39597,3.75,1,1,CIndy,8,15,0aks14BXaDIqj4-xc_bkaA
39598,3.25,0,0,Lori,9,3,NwEtxe3VhIXorMn21lVR-g
39599,5.0,1,0,Rich,3,0,RpBvgM27uHjzEaWVCnDg_Q
39600,4.0,0,0,Kris,3,1,WfwCrZHOI7JZYurjrjtH7g
39601,2.33,2,4,Mona,3,7,ERooWMl7BS5hIgkbM1Xt5Q
39602,3.79,8,4,Lori,98,43,xjaADZ9vM1aT4P1HvI9_0g
39603,3.7,1736,1323,Jason,625,1787,xpMHUEbvHet50XDg98fJOQ
39604,4.9,4,2,Sharon,10,10,D0AjBtRU_o3P1VteT97sNA
39605,3.49,446,432,David,321,900,DBdGycigal-eU4BajGje9g
39606,4.67,2,0,Ashley,6,2,l6eB_WbjS_0y2C1MArUiOA
39607,3.98,12,6,Olive,48,42,12UnKFW0n2QGK1hT16YdHw
39608,2.62,2,4,Dove,8,8,rp-L-GH4KxN-2DhqWXY1OA
39609,2.79,3,25,Snowflake,34,29,BOEyldHOt5RWTovJF4r2uQ
39610,5.0,0,0,Lindsey,1,0,GC-ySXACnn2e1dXFAw3RSw
39611,4.2,6,10,Adam,44,26,1gCUuM9Cowu71O2dz72RzQ
39612,3.29,1,3,Jennifer,7,13,7Jj3K9V8cTwnRHAjfxfaqw
39613,5.0,0,0,Sarah,2,0,0PfbCrs1hWo1XjuP4vqetA
39614,2.5,3,0,Monica,6,4,eseok2hw-vVGxH3eJ2gH9Q
39615,4.0,4,0,Gene,6,8,wsouO79E-BW7lStwopkfjA
39616,4.0,6,3,mary,9,8,x2EMc8oul9oVsDp4LzezZQ
39617,1.87,1,2,Lynn,15,8,hbPw_GOkfXMlyEgnHFDnZQ
39618,4.5,1,1,Chase,2,1,hsnowHlwBBGBiKqQCAHbiw
39619,3.75,0,0,Jason,4,0,hgkd72Zq68ySHFqG4CUHfQ
39620,4.6,1,1,Amanda,5,6,wB7YiVcqEWyL7arlVLsa-g
39621,5.0,0,0,Dan,1,2,6NzCgqo1_V3aITvCLf5PMg
39622,3.87,12,4,Tish,23,27,W2aEoLWdgN2esaGIOIrBfQ
39623,3.72,52,30,Jessica,109,102,rl_o0q8z-Rv9bneDafM0KA
39624,2.8,0,2,David,25,18,4tGsitca0eJV9E9lVbHBfg
39625,3.72,3,4,Eric,25,11,XWGCBxSa_ZlDErwj6969Bw
39626,4.33,1,0,Fula,3,7,zBIBqj-pU3zaqTAdGou4pA
39627,3.64,7,2,M,11,21,ZXTIFYJPsqBDeBaoGKJc_Q
39628,4.67,2,2,Douglas,4,3,zEVRLXSYtY5H8NHVavW7rw
39629,1.0,1,0,Chris,1,3,WxSMeBeDgXx6lylvx_OjoQ
39630,3.62,167,90,Ko,63,202,MBwMhJRnT_Yidl50Yhk5gw
39631,3.67,0,3,Tina,3,3,TAy04sXA_XAaAEMr4-2Wpw
39632,2.0,0,2,Jerry,2,2,8jZPjWA_5xg7RpvbQrDHlA
39633,5.0,0,0,Jeri,1,0,YkCxVIwFJNwK6JGLJydFgA
39634,5.0,0,0,Pearl,3,1,ZcJTglDGXhgbJk72tX8FVg
39635,5.0,1,1,Charlie,2,7,tGyLLSOwpDPIdHxpwtsecw
39636,3.56,11,9,Angelina,119,59,BLyne083dmXK2MVZ0fH0zA
39637,4.0,0,0,Andrew,1,0,OcMWFYFFh2Svd2PmX_3xQA
39638,3.58,8,6,Kevin,26,21,TJ6KjOs1zqPx8v8OfxStqg
39639,3.38,10,8,Alexandra,32,38,IbEEi2HSH3aFEShKzzDAZA
39640,5.0,1,1,M,2,2,3dnlm7ojgHB-cSuDONVzww
39641,3.62,0,0,Kelly,9,3,YsTdL5RgU0qHHlsyFwDAaA
39642,3.48,21,6,Jenny,33,41,AeU-pVUrV7Hn5DmVgyA24g
39643,3.6,1,1,Casey,6,7,sL6zr4XsrWW59DINdbvoKg
39644,5.0,0,0,Paul,1,0,2GOoVltLnT4cuclKqENUzg
39645,3.21,1,2,Nico,14,6,NT3XvRzcLtDCUgl6Cjb5ew
39646,4.15,33,18,Courtney,165,119,EGiAtB4sgZhDdYpRkDneig
39647,5.0,0,0,Gail,2,1,bIoc-MEaeeO--kMQ08E_6g
39648,2.5,2,14,Rocky,11,28,OMdEQrPVBiXnhExtfbyRMg
39649,5.0,0,0,Ryan,3,0,8pMwa5FwUCYPnOSsMRn8tA
39650,3.0,0,0,Anita,2,2,UbU3LiWl-NdGGKdkWkIJkQ
39651,3.63,9,6,Katrina,57,48,turPLVMfH1YH-2kMtM9LLw
39652,3.67,29,32,Melissa,67,47,WRHeWNFbH-yMg-YoUbOcOw
39653,4.0,3,4,Tori,7,8,rpvZJ32Ddkg16CC6bbZYhQ
39654,3.54,11,4,Sisi,69,30,KJRKbOat3mZr9Zk6zFiELA
39655,4.0,4,5,Nicki,7,12,LGMHR3adplRGi1qmVBpiTQ
39656,3.57,7,6,Stephen,21,22,UqStea4GLwFdf8ijzuGBLg
39657,5.0,0,0,Samantha,1,1,8npiO5nwqI5JvhG_bGxLug
39658,3.0,2,1,joe,3,3,Y8ez_3OTcV-xkyCW99f4bQ
39659,4.5,1,0,Kati,2,0,gWqPM_bwJWM0u1C8Ug4zAQ
39660,3.68,80,91,Khen,180,132,Gls_liS4YKLnnQ2YtepbaA
39661,4.33,0,1,Bryan,3,2,weJeVgkKdGdySD-njj9ymw
39662,4.0,2,0,Andrew,25,8,pYODUO_qVFAzDnEjtuMnQQ
39663,5.0,0,0,Jeremy,1,0,D1Ue--8uQQ8OzxCogW7zFA
39664,4.0,1,1,Mark,1,2,1IF1mrKtZqbkfkYGOTy8sg
39665,5.0,0,0,Becky,1,1,gamYvJY-JaxQ0sV5Fkr3DQ
39666,2.4,1,2,bELLyRootz,6,5,3_dgPIjw74RPtt_CydTnpg
39667,4.12,16,4,Kris,33,51,f7etZ9-XUlA7nsIpFoaDRw
39668,5.0,1,0,Stephen,3,2,IvRd0WE0LmU5QL2iPBUUqg
39669,4.5,0,0,Chad,2,1,qFLGsVAkJKK56JjR5Cxlkg
39670,3.8,0,0,Christyn,10,4,ZsLPGNGap84hB1RzmAupbA
39671,3.98,16,8,SnapdragonI,42,25,WLAV81uzM8uKQWY2Dg_AYw
39672,4.5,8,4,eileen,14,6,YZM8lmG3VQtH9d4zFjmEpQ
39673,4.56,0,1,David,9,6,VtKmDk2nbdLvtwzF7nZcMQ
39674,4.67,7,0,Jenn,3,6,BERixTqrWurrt7uXs5it9w
39675,3.5,0,0,Tina,2,0,JiQ08zuLwnJqChMFTvFzcQ
39676,2.0,2,1,Bryan,2,1,jjvKphmOFHzS74r0psow8w
39677,5.0,0,0,Sherri,1,0,60G8tMm0_DDrVe9217dAkg
39678,3.0,0,0,charlesb,2,0,x737irkRUs8ABGRc2ILLAA
39679,3.0,0,0,Jeff,2,1,aGGScIIg6HbOKQGJmya0og
39680,3.67,0,1,Jim,3,2,uj033Um1CyBRhZQZ-qcXGw
39681,5.0,2,1,Aliya,7,5,OcQbvnwL31w3t4eFKRwxBQ
39682,4.25,0,0,Robert,8,3,e0qzZEIM5Z6wdHW6vpWqLw
39683,4.29,4,0,Phillip,14,27,YVYq9Gd7noSUDaWPUPgHgQ
39684,3.4,0,0,Mark,5,1,bkoneo7W11liSRztHgFpXQ
39685,4.2,2,3,Kimberly,5,3,I1qz2Pw6iYdmaeAmuzrtGA
39686,4.41,2,2,April,34,37,YWBuX2RBbwhYK1jGdZttJA
39687,4.6,1,0,Gary,5,1,1RbwYDIbu2D6pNZ_6ykQew
39688,4.29,1,2,lance,8,2,h-iITaIe6R2ml8GMa8efFg
39689,4.14,5,1,Ruth,7,3,1-JrCzop9dKgMCoLo2F77g
39690,4.25,5,6,Danielly,24,12,-qmAD-MAZ5UCMgghTtKhbQ
39691,3.9,2,5,Rich,32,9,8Y5ETV2Xf91biKj_sajB2A
39692,4.5,0,0,Quyen,4,1,IOik8RDVlYhlr4j_CyruOA
39693,3.0,0,3,Barry,1,8,j1ZNu5-VRJPeOINMf1vQ7w
39694,3.4,4,0,Haley,5,8,BzDnXvrWm-EB7N5a9Nisdw
39695,3.95,5,0,Amanda,19,8,QCvyjrulR8ibw0Tzx8P_OQ
39696,1.0,0,0,Lacie,2,0,uAstFxHUjCyJ6snL7gNU-A
39697,1.0,0,0,Lorrie,1,0,a3_fl_xlFaAx6BTZLYhGgA
39698,5.0,1,1,Dizzie Ramsey,1,0,MRjjY0cGZ0h_g0bWoxu6Zw
39699,3.33,0,0,Amy,6,3,L4Ksl4nwhKt1dUCtS3jZOw
39700,3.42,3,4,Ed,12,9,geIOggTVAGw215KOdqBdjA
39701,3.33,4,0,Brian,10,6,ixx04Y5cYGT0AAw6ZAUQ8g
39702,3.92,0,0,Beth and  James,13,6,R8xAZICRKkz91tdMgXNGPA
39703,3.0,1,2,Sean,13,9,FFZQNkvrqi3TZLyk1TlJhA
39704,3.71,2,1,Dana,7,4,4Cq-zhMELdFeRZHN9zy7-A
39705,4.0,0,0,Glenn,4,3,VHGjlmJ2p1ncytxdbQeLaQ
39706,5.0,0,0,Mike,5,3,Lq6iHtH3NsYtHS-aYrVKEQ
39707,3.18,86,59,Nidhi,203,267,hNNEsOCPde7nmZ80Ptak5A
39708,4.23,10,7,Matt,22,15,JweyEmbQCQFZNE1G7XHgXQ
39709,3.0,0,1,Richard,1,1,zr9UM7zAiPoxHy-a50IcXw
39710,4.25,0,0,Brian,4,0,mJ1Zu8zd-yffxdD_B7xYag
39711,3.0,0,0,Jay,3,3,DNSYCvwV-n2xOlaqoq-Avw
39712,3.0,0,0,I,4,6,6vqPzr1gS--g5GU3_eodew
39713,5.0,1,0,Ezra,2,1,lKSgFS-8k08ehDP2arED_Q
39714,4.0,1,0,Tamara,2,2,3XuPCUb3J1SoxPbNyl3boA
39715,4.19,4,2,Tanya,16,14,H-G2c_1A9lti1SqX-4DhUA
39716,5.0,1,1,Monica,1,1,W1r8-sI-9xWvzaiZwfu99g
39717,4.18,15,10,Bruce,50,40,D4-0xGve18qMPnWQgMTbyQ
39718,4.0,0,0,Lydia,1,1,-pL4qeiku0LJTuGckcOirA
39719,4.0,0,0,Ryan,2,1,YR__roMWzPmAq8bi4a5zWA
39720,3.33,67,101,Audra,99,147,ZubK3U5PlTWy4VIQG_Wpzg
39721,4.5,2,1,Mimi,2,4,LdLTtIYlFlYUXJ1HwmgNfA
39722,3.73,15,3,Brian,52,34,iChi2kAiHDJtmzw4va-rbA
39723,3.45,179,122,Jeff,286,363,uAt3-NAc5GhczTdbZogo0w
39724,4.23,2,2,Vikki,13,3,P6D9nJkBrx7rhyGtpHxHUg
39725,4.12,1,2,Brian,8,9,Adq1NeKNVncZxNs9Pl677w
